ID,Aspecto,Categoría,Sentimiento,Evidencia,Fecha
1710,Lugar,Infraestructura,Positivo,Very good shows are presented,2019-02-11
1711,Park,Naturaleza,Positivo,"A little more control could be put in place since it is normal to find drunks drinking there, except that it is a very nice park with green spaces, fields and a skating rink",
1712,Lugar,Infraestructura,Positivo,You have the best time with your loved ones who will leave memories that will last a lifetime. Very,
1713,Lugar,Infraestructura,Positivo,You need to be in good physical condition and wear raincoats.,
1714,Lugar,Infraestructura,Neutro,I recommend it,2022-10-01
1715,Lugar,Infraestructura,Neutro,You pray to him,
1716,Danger,Seguridad,Negativo,It has become dangerous to go at night,2023-12-01
1717,Danger,Seguridad,Negativo,It has become dangerous,
1718,Lugar,Infraestructura,Neutro,It has been significantly improved,2017-02-11
1719,Food,Gastronomía,Neutro,"You can find everything you want, all kinds of products and foods",
1719,People,Atención,Neutro,It is a meeting place to meet people,
1720,Center,Ubicación,Neutro,It is located in the center of the city next to the Isidro Ayora hospital,
1721,Clean,Infraestructura,Positivo,"It is clean and there is adequate signage, it is a nice place",
1722,Lugar,Infraestructura,Neutro,Enjoyed with family and friends,
1723,Lugar,Infraestructura,Neutro,The presentation of the lagoon and the fields should be improved,
1724,Security,Seguridad,Neutro,"Caution should be taken due to the insecurity of the sector, especially at night",
1725,Lugar,Infraestructura,Neutro,Care must be taken,2019-06-06
1726,Lugar,Infraestructura,Neutro,Facilities must be maintained.,2024-10-06
1727,Lugar,Infraestructura,Neutro,You can appreciate the colonial architecture with the church and the monument to Alonso de Mercadill,
1728,Danger,Seguridad,Negativo,It has become a very dangerous place,
1729,Lugar,Infraestructura,Positivo,Beautiful place with the cultural background of Loja. Two Swiss  tourists with a motorhome,
1730,City,Ubicación,Neutro,"Main sanctuary of the city and where the Sacred Image of our Lady Mother, Blessed Virgin of the Swan, is welcomed",2021-11-04
1731,Lugar,Infraestructura,Neutro,Eucharistic Sanctuary built with colonial architecture.,2019-11-05
1732,Lugar,Infraestructura,Neutro,"Diocesan Sanctuary, located next to the Plaza de la Independencia.... historic place in Loja",
1733,Lugar,Infraestructura,Neutro,Sanctuary,2020-02-01
1734,Eat,Gastronomía,Neutro,Healthy recreation and encounter with nature,
1734,Nature,Naturaleza,Neutro,Healthy recreation and encounter with nature,
1735,Eat,Gastronomía,Neutro,Healthy recreation,2024-12-03
1736,Service,Atención,Positivo,Excellent service and the 2 young guides who accompanied us to the summit,
1736,Parque,Naturaleza,Positivo,Best regards and congratulations to the people who welcomed us to the Parque Nacional Podocarpus,
1737,Room,Infraestructura,Neutro,Permanent exhibition room,2022-10-11
1738,Lugar,Infraestructura,Neutro,Katsarumi trail ascent route,
1739,Lugar,Infraestructura,Neutro,Laughter and more laughter,
1740,Lugar,Infraestructura,Neutro,Delicious,2021-09-07
1741,Food,Gastronomía,Positivo,Delicious typical food,
1742,People,Atención,Neutro,Risky with people consuming alcohol often,2024-09-02
1743,Lugar,Infraestructura,Neutro,Rich color,2019-04-01
1744,Lugar,Infraestructura,Neutro,rich moist,2019-10-08
1745,Danger,Seguridad,Negativo,"It is very dangerous, there should be more police protection",2023-04-08
1746,Lugar,Infraestructura,Neutro,biosphere reserve,
1747,Lugar,Infraestructura,Neutro,"It requires an architectural and technological intervention to improve its acoustic, lighting and st",
1748,Rio,Naturaleza,Neutro,Representation of various world architectures,
1749,Lugar,Infraestructura,Neutro,"Replicas of iconic places where you can take photos, ample space for children, cyclists and pets and",
1750,Eat,Gastronomía,Neutro,I have repeatedly stated that it is a colonial jewel that we have in Loja,
1751,Lugar,Infraestructura,Neutro,San Francisco Square renovated,2018-05-12
1752,Lugar,Infraestructura,Neutro,"Remodeled, very well maintained.",
1753,Lugar,Infraestructura,Positivo,"It is highly recommended to go to Loja to visit places like this, without being very beautiful.",
1754,City,Ubicación,Neutro,Recalls an entrance to the ancient city of Loja,2024-08-11
1755,Lugar,Infraestructura,Neutro,Historical relic of Loja and Religious and tourist to the present day,
1756,Lugar,Infraestructura,Neutro,Religious,
1757,Park,Naturaleza,Positivo,Relax a good theme park,2019-03-08
1758,Lugar,Infraestructura,Neutro,Relax by the lagoon,
1759,Nature,Naturaleza,Neutro,Relax with nature,
1760,Lugar,Infraestructura,Neutro,Relaxing and unique,
1761,Lugar,Infraestructura,Neutro,Relaxing to go out with family! Cultural Thursdays!,
1762,Lugar,Infraestructura,Neutro,relaxing with background music,
1763,Lugar,Infraestructura,Neutro,Relaxing,
1764,Lugar,Infraestructura,Neutro,Relaxing,
1765,Lugar,Infraestructura,Neutro,Relaxing,
1766,Lugar,Infraestructura,Neutro,Relaxing,
1767,Lugar,Infraestructura,Neutro,Relaxed,2018-01-10
1768,Lugar,Infraestructura,Neutro,Relaxation,
1769,Lugar,Infraestructura,Neutro,"Regular, there is still a lot to do",
1770,Lugar,Infraestructura,Neutro,Regular Regular,
1771,People,Atención,Neutro,Regularly be careful with other people's friends,
1772,Lugar,Infraestructura,Neutro,Return to the fair,
1773,Lugar,Infraestructura,Neutro,Urban regeneration,2017-07-09
1774,Room,Infraestructura,Positivo,Basic shelter with bathrooms,
1774,View,Naturaleza,Positivo,The view of the road to the refuge is very beautiful,
1774,Parking,Transporte,Positivo,Small parking lot,
1775,Lugar,Infraestructura,Neutro,Let's rediscover natural spaces to take care of them and know their richness,2020-11-07
1776,Lugar,Infraestructura,Positivo,"Recovered from crime, very nice, don't go at night",2021-02-09
1777,Eat,Gastronomía,Neutro,Recreational and clear,
1778,Eat,Gastronomía,Positivo,Recreational and good view of the Lagoon,
1778,View,Naturaleza,Positivo,Recreational and good view of the Lagoon,
1779,Eat,Gastronomía,Neutro,Recreational,2019-03-10
1780,Eat,Gastronomía,Neutro,Recreational,2019-01-08
1781,Eat,Gastronomía,Neutro,Recreation,
1782,Security,Seguridad,Neutro,"I didn't explore the place a little bit because some rain had started to fall, there aren't many people in this park (at least on a Sunday morning) so it didn't give me much security",
1782,People,Atención,Neutro,"I didn't explore the place a little bit because some rain had started to fall, there aren't many people in this park (at least on a Sunday morning) so it didn't give me much security",
1782,Park,Naturaleza,Neutro,"I didn't explore the place a little bit because some rain had started to fall, there aren't many people in this park (at least on a Sunday morning) so it didn't give me much security",
1783,Lugar,Infraestructura,Neutro,Record in biodiverse themes in the Musical Capital of our Ecuador,
1784,Lugar,Infraestructura,Neutro,I recommend visiting,2021-06-12
1785,Lugar,Infraestructura,Neutro,Recommended...,2020-07-09
1786,Lugar,Infraestructura,Neutro,"Recommended, quiet and ideal place to walk and enjoy it",
1787,Lugar,Infraestructura,Neutro,Recommended for a day of relaxation,
1788,Lugar,Infraestructura,Neutro,Recommended for family entertainment,2020-10-02
1789,Lugar,Infraestructura,Neutro,Recommended for family,
1790,Lugar,Infraestructura,Neutro,Recommended,
1791,Lugar,Infraestructura,Neutro,Recommended,
1792,Lugar,Infraestructura,Neutro,Recommended,2023-07-11
1793,Lugar,Infraestructura,Neutro,Recommended,
1794,Lugar,Infraestructura,Neutro,Recommended,
1795,Lugar,Infraestructura,Neutro,Recommended,2021-11-02
1796,Lugar,Infraestructura,Neutro,Recommended,
1797,Lugar,Infraestructura,Neutro,Highly recommended!,
1798,Lugar,Infraestructura,Neutro,highly recommended,2019-11-05
1799,Lugar,Infraestructura,Neutro,Recommended your visit,2023-02-01
1800,Center,Ubicación,Neutro,Recommended historic center of Loja,
1801,Eat,Gastronomía,Positivo,Truly a place where you can enjoy great theatrical works,2018-05-07
1802,Nature,Naturaleza,Neutro,It really allows you to connect with nature,
1803,Lugar,Infraestructura,Neutro,Really wonderful,
1804,Clean,Infraestructura,Positivo,"Really beautiful, well-kept, tidy and clean",
1805,Clean,Infraestructura,Positivo,Really beautiful and clean,
1806,City,Ubicación,Positivo,"This House of God is truly beautiful, it is an icon of the city of Loja-Ecuador",2019-10-09
1807,Fee,Precio,Neutro,It really is a spectacular place here you can feel firsthand the speed of the wind in this place I recommend visiting,
1808,Lugar,Infraestructura,Neutro,"Removes stress, very relaxing",
1809,Lugar,Infraestructura,Neutro,"I was amazed by its flora and fauna.
A unique place.",2023-05-08
1810,Lugar,Infraestructura,Neutro,"I was delighted with this place, I liked it a lot.",2024-01-10
1811,Lugar,Infraestructura,Positivo,I fell in love with this little place,
1812,Lugar,Infraestructura,Positivo,"You are amazed by everything there is in that place, it is very cozy. Don some very beautiful memori",
1813,River,Naturaleza,Neutro,It is next to the river that runs through the middle of the city,
1813,City,Ubicación,Neutro,It is next to the river that runs through the middle of the city,
1814,Center,Ubicación,Neutro,It is in the center of the city and is very picturesque,
1815,Park,Naturaleza,Neutro,The skate park is very neglected,2023-09-06
1816,Lugar,Infraestructura,Neutro,How timely the renovation of this square. It is a historical and intangible asset of Loja...,
1817,Park,Naturaleza,Positivo,"What a wonderful place, it is beautiful, it is like going around the world in a park, highly recommended to spend a quiet afternoon",
1818,Lugar,Infraestructura,Neutro,How wonderful,
1819,Lugar,Infraestructura,Positivo,What a beautiful and conceptual place...ideal to go with the family and spend a very pleasant time.,
1820,Clean,Infraestructura,Positivo,Let people take care of the park and keep it clean,
1820,People,Atención,Positivo,Let people take care of the park and keep it clean,
1820,Park,Naturaleza,Positivo,Let people take care of the park and keep it clean,
1821,Park,Naturaleza,Positivo,"What a beautiful place, one of the best in Ecuador, you can walk around the entire park, a natural lagoon, many ducks, geese, birds, river, fresh air, you must know it",2020-07-02
1822,Lugar,Infraestructura,Positivo,What a beautiful place in Loja,
1823,Lugar,Infraestructura,Positivo,"What a beautiful place, those of us who like the countryside, the best of the best, visit it, thank",2022-09-05
1824,Nature,Naturaleza,Positivo,"What a beautiful place, direct contact with nature, the flowers and the cypress labyrinth were beautiful",
1825,Lugar,Infraestructura,Positivo,What a cool place......nice experience,
1826,Lugar,Infraestructura,Positivo,What a good place. Full of concerts. Excellent.,2019-10-01
1827,Park,Naturaleza,Positivo,"What a beautiful park, very cozy",
1828,Lugar,Infraestructura,Positivo,Nice place,
1829,Lugar,Infraestructura,Positivo,What a nice experience,
1830,Lugar,Infraestructura,Positivo,"What a beautiful structure, I really liked knowing it",
1831,Lugar,Infraestructura,Positivo,What a beautiful place,2021-07-09
1832,Lugar,Infraestructura,Positivo,How beautiful the loja is,
1833,Lugar,Infraestructura,Positivo,That is very beautiful,2018-01-12
1834,Lugar,Infraestructura,Positivo,Excellent,
1835,Eat,Gastronomía,Positivo,Great,2017-04-02
1836,Lugar,Infraestructura,Neutro,Mandatory tourist spot.,2019-12-04
1837,Lugar,Infraestructura,Neutro,"Preferred meeting point for the Lojana community, historically the place where Loja declares its ind",2016-04-03
1838,City,Ubicación,Positivo,A mandatory visit point for those of us who visit the beautiful city of Loja,
1839,Lugar,Infraestructura,Neutro,Tourism landmark in Loja,
1840,City,Ubicación,Neutro,Meeting point in the city of Loja,
1841,Lugar,Infraestructura,Neutro,Cultural point.,2019-04-01
1842,Central,Ubicación,Neutro,"Central point to be located in Loja, the Castilian city",2021-09-07
1843,Lugar,Infraestructura,Positivo,"Well, a nice place to relax",
1844,City,Ubicación,Neutro,"City gate, a site that keeps the history of Loja
There are art exhibitions and a very elegant cafeteria",2022-12-12
