ID,Aspecto,Categoría,Sentimiento,Evidencia,Fecha
424,A perfect park for walking,Naturaleza,Positivo,A perfect park for walking,2022-11-11
425,A small but beautiful park with green areas,Naturaleza,Positivo,A small but beautiful park with green areas.,2020-01-01
426,A small and pleasant park,Naturaleza,Neutro,"A small and pleasant park... It is also known as the pigeon park, people usually feed these birds that perch on the roofs around.",2019-04-15
426,Also known as the pigeon park,Naturaleza,Neutro,"A small and pleasant park... It is also known as the pigeon park, people usually feed these birds that perch on the roofs around.",2019-04-15
426,People usually feed these birds that perch on the roofs around,Precio,Neutro,"A small and pleasant park... It is also known as the pigeon park, people usually feed these birds that perch on the roofs around.",2019-04-15
427,A small park but with great tranquility,Gastronomía,Positivo,A small park but with great tranquility,2022-09-01
428,A very nice small park next to a very beautiful church,Naturaleza,Positivo,A very nice small park next to a very beautiful church,2018-12-22
429,A park to forget about worries,Naturaleza,Neutro,A park to forget about worries,2023-07-28
430,A park for entertainment,Naturaleza,Neutro,A park for entertainment,2022-10-02
431,An original park with castles and mosques that give it a special touch,Naturaleza,Neutro,An original park with castles and mosques that give it a special touch,2022-02-13
432,A park that is nothing new because they restrict passage in almost all spaces,Naturaleza,Negativo,A park that is nothing new because they restrict passage in almost all spaces,2023-02-03
433,A very quiet park located on 10 hectares,Naturaleza,Neutro,"A very quiet park located on 10 hectares, ideal for sharing with family and friends, walking along its paths, enjoying its lake with ducks, there is a very well-maintained pool, a variety of courts and you can find replicas of architectural icons from different parts of the world.  that simulate some cities in the world.
With large, leafy trees, enjoy walking around the place.",2024-02-12
433,Leafy trees,Naturaleza,Neutro,"A very quiet park located on 10 hectares, ideal for sharing with family and friends, walking along its paths, enjoying its lake with ducks, there is a very well-maintained pool, a variety of courts and you can find replicas of architectural icons from different parts of the world.  that simulate some cities in the world.
With large, leafy trees, enjoy walking around the place.",2024-02-12
433,Enjoy walking around the place,Infraestructura,Positivo,"A very quiet park located on 10 hectares, ideal for sharing with family and friends, walking along its paths, enjoying its lake with ducks, there is a very well-maintained pool, a variety of courts and you can find replicas of architectural icons from different parts of the world.  that simulate some cities in the world.
With large, leafy trees, enjoy walking around the place.",2024-02-12
434,A very traditional park in the city of loja-ecuador,Naturaleza,Neutro,A very traditional park in the city of Loja-Ecuador,2020-03-05
435,A very traditional park in the city of loja-ecuador,Naturaleza,Neutro,A very traditional park in the city of Loja-Ecuador.,2020-03-24
436,A very safe park during the day,Seguridad,Positivo,A very safe park during the day...you have to be very careful or better not go after 6 or 7 at night. Very good food places in the surroundings.,2024-05-27
436,You have to be very careful or better not go after 6 or 7 at night,Transporte,Negativo,A very safe park during the day...you have to be very careful or better not go after 6 or 7 at night. Very good food places in the surroundings.,2024-05-27
436,Very good food places in the surroundings,Gastronomía,Positivo,A very safe park during the day...you have to be very careful or better not go after 6 or 7 at night. Very good food places in the surroundings.,2024-05-27
437,A very relaxed park,Naturaleza,Neutro,A very relaxed park,2023-05-08
438,A very nice and organized park and above all clean,Infraestructura,Positivo,A very nice and organized park and above all clean,2019-08-28
439,A very nice park to visit,Naturaleza,Positivo,A very nice park to visit,2021-08-18
440,A very nice park,Naturaleza,Positivo,A very nice park...with very beautiful themes...Loja Ecuador the best place...from Manu Saraguro....,2019-08-21
440,Loja ecuador the best place,Infraestructura,Positivo,A very nice park...with very beautiful themes...Loja Ecuador the best place...from Manu Saraguro....,2019-08-21
441,A very beautiful park,Naturaleza,Positivo,"A very beautiful park, especially for its lake and its ducklings and other animals.",2023-09-08
441,Especially for its lake and its ducklings and other animals,Naturaleza,Neutro,"A very beautiful park, especially for its lake and its ducklings and other animals.",2023-09-08
442,A very beautiful park to walk with your family and breathe fresh air due to its great flora,Gastronomía,Positivo,A very beautiful park to walk with your family and breathe fresh air due to its great flora.,2019-05-07
443,Very natural park with its forests that generate pure air,Naturaleza,Neutro,"A very beautiful, very natural park with its forests that generate pure air, to share with the family.",2022-11-07
444,A very beautiful park,Naturaleza,Positivo,"A very beautiful park, I recommend it.",2020-11-05
445,A very beautiful park where you can enjoy a walk and a quiet walk,Naturaleza,Positivo,A very beautiful park where you can enjoy a walk and a quiet walk.,2023-10-10
446,A very beautiful park worth seeing and continuing to visit,Precio,Positivo,A very beautiful park worth seeing and continuing to visit,2021-04-02
447,A very beautiful park suitable for all ages,Naturaleza,Positivo,A very beautiful park suitable for all ages,2019-09-13
448,A very beautiful parquet,Naturaleza,Positivo,A very beautiful parquet,2024-03-20
